appid,name,description,price,release_date,developer,publisher,tags
1426730,The Immortal Mayor,"The Immortal Mayor is a construction &amp; management sim game where you play as a local deity that watches over the land. Befriend other gods and use magic to help your residents build the town, thereby earning the offerings of your people and growing your town.",₹ 529,"17 Aug, 2023",Star Chess Studio,Yooreka Studio,"Simulation, Strategy"
1426740,Aveliana,"In this game, you play as Aveliana to retrieve powerful artifacts. Guided by a mysterious fox, you will combine them to save her child! The gameplay is fast and you can either try to avoid enemies in a stealth approach, or fight them! There are many secrets and hidden ways.",₹ 570,"23 Feb, 2024",TheFrenchDev (Romain),TheFrenchDev,"Action, Adventure, Casual, Indie, RPG"
1426770,Eleanor - Violet aster,"Eleanor 3 is a dating sim where you need to make various choices and perform actions based on a daily schedule in order to put her life on the right track. In this story, you'll meet characters from the previous parts as well as new ones.",₹ 299,"4 Jan, 2021",Lesson of Passion,Lesson of Passion,"Adventure, RPG, Simulation"
1426870,Dune Mechanic : Survive The Steampunk Era,"Create weapons of your dreams from gunpowder pistols to grenade launchers. Craft cartridges by mixing powder ingredients. Melt ore, blow glass, study chemistry, and make explosives. Cut, mine, dig, shoot, build, research, design, craft, explore and more in the Dune deserts!",N/A,Coming soon,Heaven Brotherhood,TheGamesFortress,Simulation
1426890,Jewel Match Solitaire Collector's Edition,"Due to popular demand we created this enhanced version of Jewel Match Solitaire, the COLLECTOR'S EDITION. Featuring 320 (!) completely NEW levels (different from the regular version) and 18 bonus Solitaire variants, such as Klondike, Spider and Freecell, it's the ultimate relaxing Solitaire game!",₹ 419,"19 Nov, 2020",Suricate Software,Grey Alien Games,"Casual, Indie"
1426900,Dread Nautical,"Your cruise was so relaxing until the monsters from another dimension showed up to kill everyone. Fight them off, manage your resources effectively, and convince scattered survivors to join your efforts. A captivatingly eerie tactical turn-based RPG.",₹ 529,"27 Oct, 2020",Zen Studios,Zen Studios,"Indie, RPG"
1426920,9 Monkeys of Shaolin - HD Wallpapers,"A beautiful collection of 30 Full HD wallpapers, containing hand-drawn comic style arts with characters and locations from the 9 Monkeys of Shaolin game.",₹ 52,"16 Oct, 2020",Sobaka Studio,ESDigital Games,"Action, Adventure, Indie, RPG"
1426921,9 Monkeys of Shaolin - Digital Artbook,"This Artbook tells the story behind the 9 Monkeys of Shaolin game, its lore, characters and gameplay.",₹ 100,"16 Oct, 2020",Sobaka Studio,ESDigital Games,"Action, Adventure, Indie, RPG"
1426930,ONA - A Mystical Art Experience,Travel across the world in an interactive and meditative journey to resolve the quest of our humanity.,N/A,To be announced,Wizard Motion,Wizard Motion,"Adventure, Casual, Indie"
1426950,Heart of Dungeon,"You are an adventurer. You are on a journey to King's Landing and are now escorting a merchant's wagon. Your companion, a competitor, has told you of a dungeon in the area. You may head there, or you may not. The choice is yours.",₹ 199,"17 May, 2022",Hitori Games,Hitori Games,"Casual, Indie, RPG"
1426970,Boom!VR,Dance the night away on the Boom!VR festival. We prepared a unique VR festival site for you to go crazy on the dance floor or just hang out and enjoy the music.,₹ 349,"19 Mar, 2021",Insert No Coin,C42,"Casual, Early Access"
1426980,Hidden Memory - Nature,Disconnect from the world and get in touch with nature with this beautiful and relaxing minimalist puzzle!,₹ 105,"18 Nov, 2020",YAW Studios,YAW Studios,"Casual, Indie"
1426990,Anime - Space Sniper,"Become the legendary assasin in the Space. Play single-player across large exotic maps. Think tactical, be quick against the time and enjoy the long distance headshots!",₹ 37,"15 Nov, 2020",Seito Games,Seito Games,"Action, Adventure, Casual, Indie, Sports"
1427000,Furry Heroes - Adult Art Pack,All concept arts from Furry Heroes and its sketches. It's time to see behind the scenes and have all concepts in your pocket!,₹ 105,"16 Oct, 2020",Male Doll,,Casual
1427010,Virtual Rides 3 - Flipping Disc,"New showman arrived! Discover the new ride &quot;Flipping Disc&quot;, which has been introduced in the newest part of the fairground and let yourself be whirled through the air! This ride is a true classic and should not be missing at any good funfair!",₹ 300,"23 Oct, 2020",Pixelsplit Simulations,Pixelsplit Simulations,"Casual, Simulation"
1427030,Inukari - Chase of Deception,Fast and smooth action jump &amp; run game like in the good old days. With focus to the Speedrun community.,₹ 219,"18 Mar, 2021",EinzelartigGames,EinzelartigGames,"Action, Indie"
1427040,Into The Light,"Stay in the light, beware of the dark. Survive as Damien in a strange world with new rules and horrific residents. Each new step might lead you to madness but your path to salvation has a cost.",N/A,To be announced,2L Games,2L Games,"Adventure, Simulation"
1427080,Cinema Manager,"Cinema manager will get you into a tycoon imperium of movie theatres! Remember, Rome wasn't built in a day! Transform your business from a single screening room into a chain of exclusive cinemas! Design your movie theatre, choose the repertoire, and attract customers! It's time for a grand premiere!",N/A,Coming soon,Cinema Manager Team,Cinema Manager Team,Simulation
1427100,Eat fish 3D,"A 3D leisure game with the same playing method as the classic game big fish eating small fish, but it has a much richer fish population. Because it is a 3D game, the manipulation is more challenging.",₹ 52,"9 Nov, 2020",续梦科技工作室,续梦科技工作室,"Adventure, Casual, Indie, Simulation"
1427120,Consequence,"Surely one change shouldn't change everything, right?",₹ 250,"11 Nov, 2020",Mr. Noodle,Mr. Noodle,"Adventure, Indie"
1427130,Elusive World,"FEATURES: - Survive against wild animals, common bandits, and overpowering rulers. - Collect ingredients to craft from simple arrows for your bow to complex Ice Sword. - Rich coming-of-age adventure. Single-player, story-driven RPG.",₹ 52,"23 Dec, 2021",PistolizedCannon,PistolizedCannon,"Action, Adventure, Indie, RPG"
1427140,Among School Girls,Among School Girls is an addicting game in which you have to solve puzzles with Lovely Girls.The game is perfect for relaxing.,"₹ 2,000","6 Oct, 2020",Blessing Company,Blessing Company,"Adventure, Casual, Indie"
1427150,The Episodic,&quot;THE EPISODIC&quot; is Playable cinematic gameplay Trailer format for project “ The Episodic” of a lost astronaut in search of the mystery on forces controlled universe around him,N/A,"21 Oct, 2020",Redwoods Digital Games,Redwoods Digital Games,"Action, Adventure, Indie"
1427160,Armored Brigade Nation Pack: Czechoslovakia - Netherlands,"Czechoslovakia and Netherlands enter the arena of Armored Brigade. This expansion of this real-time tactical wargame adds two factions and a new map. The playable Nations have different army compositions and organizational structures, giving more complexity to the game.",₹ 690,"25 Feb, 2021",Veitikka Studios,Slitherine Ltd.,"Simulation, Strategy"
1427170,Fantasy Grounds - Pathfinder RPG - Pathfinder Chronicles: Guide to Darkmoon Vale,"Pathfinder RPG - Pathfinder Chronicles: Guide to Darkmoon ValeExplore the forbidden reaches of the treacherous Darkmoon Vale, a fey-haunted wilderness on the outskirts of civilization. In this detail-packed full-color regional sourcebook for the Pathfinder Chronicles campaign setting, you'll learn about the diabolical forces of the...",₹ 499,"20 Oct, 2020","SmiteWorks USA, LLC",,"Indie, RPG, Strategy"
1427180,Fantasy Grounds - Pathfinder RPG - Pathfinder Chronicles: Gods & Magic,"Pathfinder RPG - Pathfinder Chronicles: Gods &amp; Magic Immortal Power Lies Within!Creators of life, forgers of worlds, and rulers of reality--these are the gods and goddesses of the world. They have existed for eons. The countless worlds of the Great Beyond are their playgrounds and battlefields.",₹ 499,"20 Oct, 2020","SmiteWorks USA, LLC",,"Indie, RPG, Strategy"
1427190,Fantasy Grounds - Pathfinder RPG - Pathfinder Chronicles: Into the Darklands,"Pathfinder RPG - Pathfinder Chronicles: Into the Darklands At the World's CoreAnother world is hidden below--a world that slumbers under the foundations of mortal cities, dreams below the deepest roots of the oldest forests, and plots in hidden places as far below as the mountains are high. These endless caves have many names. Cold Hell.",₹ 499,"20 Oct, 2020","SmiteWorks USA, LLC",,"Indie, RPG, Strategy"
1427210,From the Shadows,From the Shadows is a cooperative puzzle platformer game where players have to work their way through a mysterious mansion by resolving puzzles that revolve around the mechanics of light and shadow.,N/A,"27 Nov, 2020",Gamagora ICOM,Gamagora ICOM,"Action, Adventure, Casual, Free To Play, Indie"
1427230,Fantasy Grounds - Pathfinder 2 RPG - Pathfinder Society Bounty #1: The Whitefang Wyrm,"Pathfinder 2 RPG - Pathfinder Society Bounty #1: The Whitefang WyrmA Pathfinder Society Bounty designed for level 1.In the frigid region known as the Crown of the World, people from diverse cultures and backgrounds must all band together to survive the long nights of winter and deadly thaws of spring.",₹ 199,"29 Sep, 2020","SmiteWorks USA, LLC",,"Indie, RPG, Strategy"
1427240,SinVR 2: Forbidden World,"PENETRATE DEEPER into the Forbidden World. Fulfill your fantasies in your own private dungeon. From the creators of SinVR, Forbidden World is the destination for provocative and amusing adult entertainment, for your PC or in VR.",N/A,Coming soon,SinVR,SinVR,"Free To Play, Simulation"
1427290,Jiguland,Jiguland is an open world roguelike rpg taking place in a twisted setting of medieval modern life. Use clever tactics and creative strategy to survive this unforgiving place.,₹ 52,"20 Oct, 2020",Jiguman,Jiguman,"Adventure, RPG"
1427300,Detours,Play as Daniella as she moves across the country with only the help of her ex.,₹ 219,"10 Feb, 2021",Mismatched Games,Code Coven,"Adventure, Indie"
1427320,Decamped,Decamped is a first-person puzzle adventure game that finds the character waking up to an overgrown desolate world. They must face their past in order to move forward and unravel the mystery of what happened in Deckner.,₹ 165,"29 Apr, 2021",Sobek Games,Sobek Games,"Adventure, Indie"
1427340,Witchy Life Story,"You have two weeks to save the harvest festival! Tend your garden and collect plants for spells and rituals to help the villagers of Flora. After all, if magic isn't for solving everyday problems, what’s the point of a village witch anyway? A cozy story filled with chaos, friendship, and romance!",₹ 880,"30 Sep, 2022",Sundew Studios,Sundew Studios,"Indie, Simulation"
1427360,Magical Girl - Adult Art Pack,All adult scenes from Magical Girl. It's time to have fun without having to access the game!,₹ 52,"2 Oct, 2020",Hentai Room,,Casual
1427370,The Witch in the Forest - Official Art Book,"The official art book for The Witch in the Forest includes over 30 pages of developer commentary, in-progress shots, and artwork from the game.",₹ 42,"1 Oct, 2020",Crystal Game Works,Crystal Game Works,"Casual, Indie"
1427380,Fantasy Grounds - Starfinder RPG - Starfinder Skitter Crash,"This product is not eligible for a PDF discount from PaizoThis product is free with any other purchase or with a $1 donation during checkout.Starfinder Skitter Crash Skitters in the Swamp! The galaxy's favorite skittermanders are back and ready to help--but this time, they're the ones in trouble!",N/A,"29 Sep, 2020","SmiteWorks USA, LLC",,"Indie, RPG, Strategy"
1427400,Sky Journey - Jigsaw Landscapes,"Discover peace in a calm Jigsaw Journey about finding a lost friend, trhough gorgeus landscapes. What happens when you set the last piece?",₹ 105,"5 Nov, 2020",RSoft Games,RSoft Games,"Adventure, Casual, Indie"
1427420,Bloodland,"Bloodland is an online multiplayer combat game, based around magic and spell-casting. Join a team, play as different roles, and customize your character's attributes lead your team to victory. Battle across different landscapes in online matchmaking.",N/A,"29 Oct, 2020",Kultured Dev,Kultured Dev,"Action, Free To Play, Strategy, Early Access"
